頁面編號,國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode,備註
1,TW0001101004,1101,台泥,上市,股票,水泥工業,1962/2/9,ESVUFR,
2,TW0001102002,1102,亞泥,上市,股票,水泥工業,1962/6/8,ESVUFR,
3,TW0001103000,1103,嘉泥,上市,股票,水泥工業,1969/11/14,ESVUFR,
4,TW0001104008,1104,環泥,上市,股票,水泥工業,1971/2/1,ESVUFR,
5,TW0001108009,1108,幸福,上市,股票,水泥工業,1990/6/6,ESVUFR,
6,TW0001109007,1109,信大,上市,股票,水泥工業,1991/12/5,ESVUFR,
7,TW0001110005,1110,東泥,上市,股票,水泥工業,1994/10/22,ESVUFR,
8,TW0001201002,1201,味全,上市,股票,食品工業,1962/2/9,ESVUFR,
9,TW0001203008,1203,味王,上市,股票,食品工業,1964/8/24,ESVUFR,
10,TW0001210003,1210,大成,上市,股票,食品工業,1978/5/20,ESVUFR,
11,TW0001213007,1213,大飲,上市,股票,食品工業,1981/4/10,ESVUFR,
12,TW0001215002,1215,卜蜂,上市,股票,食品工業,1987/7/27,ESVUFR,
13,TW0001216000,1216,統一,上市,股票,食品工業,1987/12/28,ESVUFR,
14,TW0001217008,1217,愛之味,上市,股票,食品工業,1989/10/28,ESVUFR,
15,TW0001218006,1218,泰山,上市,股票,食品工業,1989/11/11,ESVUFR,
16,TW0001219004,1219,福壽,上市,股票,食品工業,1990/12/1,ESVUFR,
17,TW0001220002,1220,台榮,上市,股票,食品工業,1991/11/20,ESVUFR,
18,TW0001225001,1225,福懋油,上市,股票,食品工業,1993/9/27,ESVUFR,
19,TW0001227007,1227,佳格,上市,股票,食品工業,1994/4/9,ESVUFR,
20,TW0001229003,1229,聯華,上市,股票,食品工業,1976/7/19,ESVUFR,
21,TW0001231009,1231,聯華食,上市,股票,食品工業,1995/11/2,ESVUFR,
22,TW0001232007,1232,大統益,上市,股票,食品工業,1996/2/9,ESVUFR,
23,TW0001233005,1233,天仁,上市,股票,食品工業,1999/1/20,ESVUFR,
24,TW0001234003,1234,黑松,上市,股票,食品工業,1999/3/12,ESVUFR,
25,TW0001235000,1235,興泰,上市,股票,食品工業,2000/9/11,ESVUFR,
26,TW0001236008,1236,宏亞,上市,股票,食品工業,2001/9/17,ESVUFR,
27,KYG858681003,1256,鮮活果汁-KY,上市,股票,食品工業,2016/3/17,ESVUFR,
28,TW0001301000,1301,台塑,上市,股票,塑膠工業,1964/7/27,ESVUFR,
29,TW0001303006,1303,南亞,上市,股票,塑膠工業,1967/11/5,ESVUFR,
30,TW0001304004,1304,台聚,上市,股票,塑膠工業,1972/5/20,ESVUFR,
31,TW0001305001,1305,華夏,上市,股票,塑膠工業,1973/3/5,ESVUFR,
32,TW0001307007,1307,三芳,上市,股票,塑膠工業,1985/11/23,ESVUFR,
33,TW0001308005,1308,亞聚,上市,股票,塑膠工業,1986/6/20,ESVUFR,
34,TW0001309003,1309,台達化,上市,股票,塑膠工業,1986/6/27,ESVUFR,
35,TW0001310001,1310,台苯,上市,股票,塑膠工業,1987/8/6,ESVUFR,
36,TW0001312007,1312,國喬,上市,股票,塑膠工業,1988/12/21,ESVUFR,
37,TW0001313005,1313,聯成,上市,股票,塑膠工業,1989/3/27,ESVUFR,
38,TW0001314003,1314,中石化,上市,股票,塑膠工業,1991/7/12,ESVUFR,
39,TW0001315000,1315,達新,上市,股票,塑膠工業,1992/5/9,ESVUFR,
40,TW0001316008,1316,上曜,上市,股票,建材營造業,1992/10/15,ESVUFR,
41,TW0001319002,1319,東陽,上市,股票,汽車工業,1994/12/12,ESVUFR,
42,TW0001321008,1321,大洋,上市,股票,塑膠工業,1999/1/26,ESVUFR,
43,TW0001323004,1323,永裕,上市,股票,塑膠工業,2000/9/11,ESVUFR,
44,TW0001324002,1324,地球,上市,股票,塑膠工業,2000/9/11,ESVUFR,
45,TW0001325009,1325,恆大,上市,股票,塑膠工業,2000/9/11,ESVUFR,
46,TW0001326007,1326,台化,上市,股票,塑膠工業,1984/12/20,ESVUFR,
47,KYG0539R1039,1337,再生-KY,上市,股票,塑膠工業,2011/7/1,ESVUFR,
48,KYG451001070,1338,廣華-KY,上市,股票,汽車工業,2012/12/19,ESVUFR,
49,TW0001339000,1339,昭輝,上市,股票,汽車工業,2012/4/24,ESVUFR,
50,KYG935971054,1340,勝悅-KY,上市,股票,塑膠工業,2013/12/6,ESVUFR,
51,KYG3730M1050,1341,富林-KY,上市,股票,塑膠工業,2018/12/24,ESVUFR,
52,TW0001342004,1342,八貫,上市,股票,其他業,2020/11/24,ESVUFR,
53,TW0001402006,1402,遠東新,上市,股票,紡織纖維,1967/4/14,ESVUFR,
54,TW0001409001,1409,新纖,上市,股票,紡織纖維,1973/8/31,ESVUFR,
55,TW0001410009,1410,南染,上市,股票,紡織纖維,1973/10/18,ESVUFR,
56,TW0001413003,1413,宏洲,上市,股票,紡織纖維,1975/12/23,ESVUFR,
57,TW0001414001,1414,東和,上市,股票,紡織纖維,1976/2/2,ESVUFR,
58,TW0001416006,1416,廣豐,上市,股票,其他業,1976/4/20,ESVUFR,
59,TW0001417004,1417,嘉裕,上市,股票,紡織纖維,1976/12/28,ESVUFR,
60,TW0001418002,1418,東華,上市,股票,紡織纖維,1977/2/14,ESVUFR,
61,TW0001419000,1419,新紡,上市,股票,紡織纖維,1977/3/14,ESVUFR,
62,TW0001423002,1423,利華,上市,股票,紡織纖維,1979/4/2,ESVUFR,
63,TW0001432003,1432,大魯閣,上市,股票,運動休閒,1982/7/26,ESVUFR,
64,TW0001434009,1434,福懋,上市,股票,紡織纖維,1985/12/24,ESVUFR,
65,TW0001435006,1435,中福,上市,股票,其他業,1987/12/28,ESVUFR,
66,TW0001436004,1436,華友聯,上市,股票,建材營造業,1988/4/11,ESVUFR,
67,TW0001437002,1437,勤益控,上市,股票,其他業,1988/11/10,ESVUFR,
68,TW0001438000,1438,三地開發,上市,股票,建材營造業,1988/12/15,ESVUFR,
69,TW0001439008,1439,雋揚,上市,股票,建材營造業,1989/5/22,ESVUFR,
70,TW0001440006,1440,南紡,上市,股票,紡織纖維,1989/10/3,ESVUFR,
71,TW0001441004,1441,大東,上市,股票,紡織纖維,1989/10/27,ESVUFR,
72,TW0001442002,1442,名軒,上市,股票,建材營造業,1989/11/16,ESVUFR,
73,TW0001443000,1443,立益物流,上市,股票,其他業,1990/4/21,ESVUFR,
74,TW0001444008,1444,力麗,上市,股票,紡織纖維,1990/8/8,ESVUFR,
75,TW0001445005,1445,大宇,上市,股票,紡織纖維,1991/2/5,ESVUFR,
76,TW0001446003,1446,宏和,上市,股票,紡織纖維,1991/10/15,ESVUFR,
77,TW0001447001,1447,力鵬,上市,股票,紡織纖維,1992/1/28,ESVUFR,
78,TW0001449007,1449,佳和,上市,股票,紡織纖維,1992/3/12,ESVUFR,
79,TW0001451003,1451,年興,上市,股票,紡織纖維,1992/12/21,ESVUFR,
80,TW0001452001,1452,宏益,上市,股票,紡織纖維,1992/12/28,ESVUFR,
81,TW0001453009,1453,大將,上市,股票,建材營造業,1993/4/19,ESVUFR,
82,TW0001454007,1454,台富,上市,股票,紡織纖維,1993/5/7,ESVUFR,
83,TW0001455004,1455,集盛,上市,股票,紡織纖維,1993/10/7,ESVUFR,
84,TW0001456002,1456,怡華,上市,股票,建材營造業,1993/12/9,ESVUFR,
85,TW0001457000,1457,宜進,上市,股票,紡織纖維,1994/10/20,ESVUFR,
86,TW0001459006,1459,聯發,上市,股票,紡織纖維,1994/10/26,ESVUFR,
87,TW0001460004,1460,宏遠,上市,股票,紡織纖維,1995/4/28,ESVUFR,
88,TW0001463008,1463,強盛新,上市,股票,紡織纖維,1996/12/5,ESVUFR,
89,TW0001464006,1464,得力,上市,股票,紡織纖維,1997/1/18,ESVUFR,
90,TW0001465003,1465,偉全,上市,股票,紡織纖維,1997/9/8,ESVUFR,
91,TW0001466001,1466,聚隆,上市,股票,紡織纖維,1998/4/4,ESVUFR,
92,TW0001467009,1467,南緯,上市,股票,紡織纖維,1998/12/21,ESVUFR,
93,TW0001468007,1468,昶和,上市,股票,紡織纖維,1999/1/21,ESVUFR,
94,TW0001470003,1470,大統新創,上市,股票,紡織纖維,1999/5/21,ESVUFR,
95,TW0001471001,1471,首利,上市,股票,電子零組件業,2000/3/6,ESVUFR,
96,TW0001472009,1472,三洋實業,上市,股票,建材營造業,2000/9/11,ESVUFR,
97,TW0001473007,1473,台南,上市,股票,紡織纖維,2000/9/11,ESVUFR,
98,TW0001474005,1474,弘裕,上市,股票,紡織纖維,2000/10/31,ESVUFR,
99,TW0001475002,1475,業旺,上市,股票,紡織纖維,2000/10/27,ESVUFR,
100,TW0001476000,1476,儒鴻,上市,股票,紡織纖維,2001/4/18,ESVUFR,
101,TW0001477008,1477,聚陽,上市,股票,紡織纖維,2003/1/21,ESVUFR,
102,TW0001503001,1503,士電,上市,股票,電機機械,1969/12/15,ESVUFR,
103,TW0001504009,1504,東元,上市,股票,電機機械,1973/11/5,ESVUFR,
104,TW0001506004,1506,正道,上市,股票,電機機械,1980/8/11,ESVUFR,
105,TW0001512002,1512,瑞利,上市,股票,汽車工業,1994/1/28,ESVUFR,
106,TW0001513000,1513,中興電,上市,股票,電機機械,1994/3/8,ESVUFR,
107,TW0001514008,1514,亞力,上市,股票,電機機械,1994/3/26,ESVUFR,
108,TW0001515005,1515,力山,上市,股票,電機機械,1995/2/4,ESVUFR,
109,TW0001516003,1516,川飛,上市,股票,其他業,1995/4/1,ESVUFR,
110,TW0001517001,1517,利奇,上市,股票,電機機械,1995/11/14,ESVUFR,
111,TW0001519007,1519,華城,上市,股票,電機機械,1997/4/16,ESVUFR,
112,TW0001521003,1521,大億,上市,股票,汽車工業,1997/10/6,ESVUFR,
113,TW0001522001,1522,堤維西,上市,股票,汽車工業,1997/10/6,ESVUFR,
114,TW0001524007,1524,耿鼎,上市,股票,汽車工業,1998/10/30,ESVUFR,
115,TW0001525004,1525,江申,上市,股票,汽車工業,1999/5/15,ESVUFR,
116,TW0001526002,1526,日馳,上市,股票,電機機械,2000/3/27,ESVUFR,
117,TW0001527000,1527,鑽全,上市,股票,電機機械,2000/6/21,ESVUFR,
118,TW0001528008,1528,恩德,上市,股票,電機機械,2000/9/11,ESVUFR,
119,TW0001529006,1529,樂事綠能,上市,股票,電機機械,2000/9/11,ESVUFR,
120,TW0001530004,1530,亞崴,上市,股票,電機機械,2000/9/11,ESVUFR,
121,TW0001531002,1531,高林股,上市,股票,電機機械,2000/9/11,ESVUFR,
122,TW0001532000,1532,勤美,上市,股票,電機機械,2000/9/11,ESVUFR,
123,TW0001533008,1533,車王電,上市,股票,汽車工業,2001/4/6,ESVUFR,
124,TW0001535003,1535,中宇,上市,股票,電機機械,2001/9/17,ESVUFR,
125,TW0001536001,1536,和大,上市,股票,汽車工業,2001/9/17,ESVUFR,
126,TW0001537009,1537,廣隆,上市,股票,電機機械,2002/1/22,ESVUFR,
127,TW0001538007,1538,正峰,上市,股票,電機機械,2002/8/26,ESVUFR,
128,TW0001539005,1539,巨庭,上市,股票,電機機械,2002/10/29,ESVUFR,
129,TW0001540003,1540,喬福,上市,股票,電機機械,2002/8/26,ESVUFR,
130,TW0001541001,1541,錩泰,上市,股票,電機機械,2003/3/19,ESVUFR,
131,TW0001558005,1558,伸興,上市,股票,電機機械,2014/12/23,ESVUFR,
132,TW0001560001,1560,中砂,上市,股票,電機機械,2005/1/31,ESVUFR,
133,TW0001563005,1563,巧新,上市,股票,汽車工業,2024/5/13,ESVUFR,
134,TW0001568004,1568,倉佑,上市,股票,汽車工業,2014/5/14,ESVUFR,
135,TW0001582005,1582,信錦,上市,股票,電子零組件業,2009/12/17,ESVUFR,
136,TW0001583003,1583,程泰,上市,股票,電機機械,2008/1/24,ESVUFR,
137,TW0001587004,1587,吉茂,上市,股票,汽車工業,2018/4/16,ESVUFR,
138,KYG984291065,1589,永冠-KY,上市,股票,電機機械,2012/4/27,ESVUFR,
139,KYG014081064,1590,亞德客-KY,上市,股票,電機機械,2010/12/13,ESVUFR,
140,TW0001597003,1597,直得,上市,股票,電機機械,2020/12/23,ESVUFR,
141,TW0001598001,1598,岱宇,上市,股票,運動休閒,2016/9/20,ESVUFR,
142,TW0001603009,1603,華電,上市,股票,電器電纜,1968/6/3,ESVUFR,
143,TW0001604007,1604,聲寶,上市,股票,電器電纜,1970/12/14,ESVUFR,
144,TW0001605004,1605,華新,上市,股票,電器電纜,1972/11/3,ESVUFR,
145,TW0001608008,1608,華榮,上市,股票,電器電纜,1988/7/11,ESVUFR,
146,TW0001609006,1609,大亞,上市,股票,電器電纜,1988/12/12,ESVUFR,
147,TW0001611002,1611,中電,上市,股票,電器電纜,1990/1/16,ESVUFR,
148,TW0001612000,1612,宏泰,上市,股票,電器電纜,1993/5/8,ESVUFR,
149,TW0001614006,1614,三洋電,上市,股票,電器電纜,1997/9/18,ESVUFR,
150,TW0001615003,1615,大山,上市,股票,電器電纜,2000/3/30,ESVUFR,
151,TW0001616001,1616,億泰,上市,股票,電器電纜,2000/9/11,ESVUFR,
152,TW0001617009,1617,榮星,上市,股票,電器電纜,2000/9/11,ESVUFR,
153,TW0001618007,1618,合機,上市,股票,電器電纜,2000/9/11,ESVUFR,
154,TW0001623007,1623,大東電,上市,股票,電器電纜,2026/1/22,ESVUFR,
155,KYG0135T1076,1626,艾美特-KY,上市,股票,電器電纜,2013/3/21,ESVUFR,
156,TW0001702009,1702,南僑,上市,股票,食品工業,1973/5/30,ESVUFR,
157,TW0001707008,1707,葡萄王,上市,股票,生技醫療業,1982/12/20,ESVUFR,
158,TW0001708006,1708,東鹼,上市,股票,化學工業,1986/6/16,ESVUFR,
159,TW0001709004,1709,和益,上市,股票,化學工業,1986/7/3,ESVUFR,
160,TW0001710002,1710,東聯,上市,股票,化學工業,1987/10/21,ESVUFR,
161,TW0001711000,1711,永光,上市,股票,化學工業,1988/12/27,ESVUFR,
162,TW0001712008,1712,興農,上市,股票,化學工業,1989/12/14,ESVUFR,
163,TW0001713006,1713,國化,上市,股票,化學工業,1990/1/31,ESVUFR,
164,TW0001714004,1714,和桐,上市,股票,化學工業,1991/8/30,ESVUFR,
165,TW0001717007,1717,長興,上市,股票,化學工業,1994/3/31,ESVUFR,
166,TW0001718005,1718,中纖,上市,股票,化學工業,1963/12/2,ESVUFR,
167,TW0001720001,1720,生達,上市,股票,生技醫療業,1995/12/12,ESVUFR,
168,TW0001721009,1721,三晃,上市,股票,化學工業,1996/5/16,ESVUFR,
169,TW0001722007,1722,台肥,上市,股票,化學工業,1998/3/24,ESVUFR,
170,TW0001723005,1723,中碳,上市,股票,化學工業,1998/11/27,ESVUFR,
171,TW0001725000,1725,元禎,上市,股票,化學工業,2000/9/11,ESVUFR,
172,TW0001726008,1726,永記,上市,股票,化學工業,2000/9/11,ESVUFR,
173,TW0001727006,1727,中華化,上市,股票,化學工業,2000/9/11,ESVUFR,
174,TW0001730000,1730,花仙子,上市,股票,化學工業,2001/9/17,ESVUFR,
175,TW0001731008,1731,美吾華,上市,股票,生技醫療業,2001/9/17,ESVUFR,
176,TW0001732006,1732,毛寶,上市,股票,化學工業,2001/9/17,ESVUFR,
177,TW0001733004,1733,五鼎,上市,股票,生技醫療業,2001/9/17,ESVUFR,
178,TW0001734002,1734,杏輝,上市,股票,生技醫療業,2002/8/26,ESVUFR,
179,TW0001735009,1735,日勝化,上市,股票,化學工業,2002/8/26,ESVUFR,
180,TW0001736007,1736,喬山,上市,股票,運動休閒,2003/1/9,ESVUFR,
181,TW0001737005,1737,臺鹽,上市,股票,食品工業,2003/11/18,ESVUFR,
182,TW0001752004,1752,南光,上市,股票,生技醫療業,2022/1/19,ESVUFR,
183,TW0001760007,1760,寶齡富錦,上市,股票,生技醫療業,2018/1/23,ESVUFR,
184,TW0001762003,1762,中化生,上市,股票,生技醫療業,2010/12/20,ESVUFR,
185,TW0001773000,1773,勝一,上市,股票,化學工業,2009/2/27,ESVUFR,
186,TW0001776003,1776,展宇,上市,股票,化學工業,2016/5/9,ESVUFR,
187,TW0001783009,1783,和康生,上市,股票,生技醫療業,2013/12/20,ESVUFR,
188,TW0001786002,1786,科妍,上市,股票,生技醫療業,2013/11/12,ESVUFR,
189,TW0001789006,1789,神隆,上市,股票,生技醫療業,2011/9/29,ESVUFR,
190,TW0001795003,1795,美時,上市,股票,生技醫療業,2019/12/16,ESVUFR,
191,TW0001802007,1802,台玻,上市,股票,玻璃陶瓷,1973/7/20,ESVUFR,
192,TW0001805000,1805,寶徠,上市,股票,建材營造業,1989/10/20,ESVUFR,
193,TW0001806008,1806,冠軍,上市,股票,玻璃陶瓷,1992/9/29,ESVUFR,
194,TW0001808004,1808,潤隆,上市,股票,建材營造業,1994/10/26,ESVUFR,
195,TW0001809002,1809,中釉,上市,股票,玻璃陶瓷,1996/4/30,ESVUFR,
196,TW0001810000,1810,和成,上市,股票,玻璃陶瓷,1991/10/14,ESVUFR,
197,TW0001817005,1817,凱撒衛,上市,股票,玻璃陶瓷,2013/10/24,ESVUFR,
198,TW0001903003,1903,士紙,上市,股票,造紙工業,1963/12/9,ESVUFR,
199,TW0001904001,1904,正隆,上市,股票,造紙工業,1971/9/10,ESVUFR,
200,TW0001905008,1905,華紙,上市,股票,造紙工業,1975/2/7,ESVUFR,
201,TW0001906006,1906,寶隆,上市,股票,造紙工業,1976/4/26,ESVUFR,
202,TW0001907004,1907,永豐餘,上市,股票,造紙工業,1977/2/22,ESVUFR,
203,TW0001909000,1909,榮成,上市,股票,造紙工業,1985/11/19,ESVUFR,
204,TW0002002003,2002,中鋼,上市,股票,鋼鐵工業,1974/12/26,ESVUFR,
205,TW0002006004,2006,東和鋼鐵,上市,股票,鋼鐵工業,1988/7/13,ESVUFR,
206,TW0002007002,2007,燁興,上市,股票,鋼鐵工業,1988/10/4,ESVUFR,
207,TW0002008000,2008,高興昌,上市,股票,鋼鐵工業,1988/12/28,ESVUFR,
208,TW0002009008,2009,第一銅,上市,股票,鋼鐵工業,1989/10/20,ESVUFR,
209,TW0002010006,2010,春源,上市,股票,鋼鐵工業,1989/12/22,ESVUFR,
210,TW0002012002,2012,春雨,上市,股票,鋼鐵工業,1991/10/17,ESVUFR,
211,TW0002013000,2013,中鋼構,上市,股票,鋼鐵工業,1992/1/21,ESVUFR,
212,TW0002014008,2014,中鴻,上市,股票,鋼鐵工業,1992/2/20,ESVUFR,
213,TW0002015005,2015,豐興,上市,股票,鋼鐵工業,1992/5/25,ESVUFR,
214,TW0002017001,2017,官田鋼,上市,股票,鋼鐵工業,1992/11/2,ESVUFR,
215,TW0002020005,2020,美亞,上市,股票,鋼鐵工業,1993/4/27,ESVUFR,
216,TW0002022001,2022,聚亨,上市,股票,鋼鐵工業,1995/3/27,ESVUFR,
217,TW0002023009,2023,燁輝,上市,股票,鋼鐵工業,1995/7/28,ESVUFR,
218,TW0002024007,2024,志聯,上市,股票,鋼鐵工業,1995/12/30,ESVUFR,
219,TW0002025004,2025,千興,上市,股票,鋼鐵工業,1996/2/8,ESVUFR,
220,TW0002027000,2027,大成鋼,上市,股票,鋼鐵工業,1996/10/24,ESVUFR,
221,TW0002028008,2028,威致,上市,股票,鋼鐵工業,1996/12/13,ESVUFR,
222,TW0002029006,2029,盛餘,上市,股票,鋼鐵工業,1997/1/11,ESVUFR,
223,TW0002030004,2030,彰源,上市,股票,鋼鐵工業,1998/12/24,ESVUFR,
224,TW0002031002,2031,新光鋼,上市,股票,鋼鐵工業,2000/9/11,ESVUFR,
225,TW0002032000,2032,新鋼,上市,股票,鋼鐵工業,2000/9/11,ESVUFR,
226,TW0002033008,2033,佳大,上市,股票,鋼鐵工業,2000/9/11,ESVUFR,
227,TW0002034006,2034,允強,上市,股票,鋼鐵工業,2001/9/17,ESVUFR,
228,TW0002038007,2038,海光,上市,股票,鋼鐵工業,2008/12/30,ESVUFR,
229,TW0002049004,2049,上銀,上市,股票,電機機械,2009/6/26,ESVUFR,
230,TW0002059003,2059,川湖,上市,股票,電子零組件業,2008/6/25,ESVUFR,
231,TW0002062007,2062,橋椿,上市,股票,居家生活,2007/11/16,ESVUFR,
232,TW0002069002,2069,運錩,上市,股票,鋼鐵工業,2016/3/22,ESVUFR,
233,TW0002101003,2101,南港,上市,股票,橡膠工業,1963/11/1,ESVUFR,
234,TW0002102001,2102,泰豐,上市,股票,橡膠工業,1979/7/16,ESVUFR,
235,TW0002103009,2103,台橡,上市,股票,橡膠工業,1982/9/25,ESVUFR,
236,TW0002104007,2104,國際中橡,上市,股票,橡膠工業,1986/7/15,ESVUFR,
237,TW0002105004,2105,正新,上市,股票,橡膠工業,1987/12/7,ESVUFR,
238,TW0002106002,2106,建大,上市,股票,橡膠工業,1990/12/20,ESVUFR,
239,TW0002107000,2107,厚生,上市,股票,橡膠工業,1992/3/3,ESVUFR,
240,TW0002108008,2108,南帝,上市,股票,橡膠工業,1992/10/27,ESVUFR,
241,TW0002109006,2109,華豐,上市,股票,橡膠工業,2000/5/8,ESVUFR,
242,TW0002114006,2114,鑫永銓,上市,股票,橡膠工業,2010/12/29,ESVUFR,
243,KYG5700L1086,2115,六暉-KY,上市,股票,汽車工業,2013/12/25,ESVUFR,
244,TW0002201001,2201,裕隆,上市,股票,汽車工業,1976/7/8,ESVUFR,
245,TW0002204005,2204,中華,上市,股票,汽車工業,1991/3/12,ESVUFR,
246,TW0002206000,2206,三陽工業,上市,股票,汽車工業,1996/7/29,ESVUFR,
247,TW0002207008,2207,和泰車,上市,股票,汽車工業,1997/2/25,ESVUFR,
248,TW0002208006,2208,台船,上市,股票,航運業,2008/12/22,ESVUFR,
249,TW0002211000,2211,長榮鋼,上市,股票,鋼鐵工業,2021/4/12,ESVUFR,
250,TW0002227006,2227,裕日車,上市,股票,汽車工業,2004/12/21,ESVUFR,
251,TW0002228004,2228,劍麟,上市,股票,汽車工業,2013/11/25,ESVUFR,
252,TW0002231008,2231,為升,上市,股票,汽車工業,2010/11/19,ESVUFR,
253,TW0002233004,2233,宇隆,上市,股票,汽車工業,2019/9/17,ESVUFR,
254,KYG693691092,2236,百達-KY,上市,股票,汽車工業,2015/6/3,ESVUFR,
255,KYG1991F1081,2239,英利-KY,上市,股票,汽車工業,2016/1/27,ESVUFR,
256,TW0002241007,2241,艾姆勒,上市,股票,汽車工業,2020/8/26,ESVUFR,
257,KYG460651014,2243,宏旭-KY,上市,股票,汽車工業,2017/9/27,ESVUFR,
258,TW0002247004,2247,汎德永業,上市,股票,汽車工業,2020/10/12,ESVUFR,
259,KYG8T24R1076,2248,華勝-KY,上市,股票,汽車工業,2025/3/13,ESVUFR,
260,KYG4R56R1099,2250,IKKA-KY,上市,股票,汽車工業,2021/5/31,ESVUFR,
261,TW0002301009,2301,光寶科,上市,股票,電腦及週邊設備業,1995/11/17,ESVUFR,
262,TW0002302007,2302,麗正,上市,股票,半導體業,1985/1/15,ESVUFR,
263,TW0002303005,2303,聯電,上市,股票,半導體業,1985/7/16,ESVUFR,
264,TW0002305000,2305,全友,上市,股票,電腦及週邊設備業,1988/10/21,ESVUFR,
265,TW0002308004,2308,台達電,上市,股票,電子零組件業,1988/12/19,ESVUFR,
266,TW0002312006,2312,金寶,上市,股票,其他電子業,1989/11/7,ESVUFR,
267,TW0002313004,2313,華通,上市,股票,電子零組件業,1990/7/24,ESVUFR,
268,TW0002314002,2314,台揚,上市,股票,通信網路業,1990/8/8,ESVUFR,
269,TW0002316007,2316,楠梓電,上市,股票,電子零組件業,1991/2/5,ESVUFR,
270,TW0002317005,2317,鴻海,上市,股票,其他電子業,1991/6/18,ESVUFR,
271,TW0002321007,2321,東訊,上市,股票,通信網路業,1991/11/8,ESVUFR,
272,TW0002323003,2323,中環,上市,股票,光電業,1992/2/17,ESVUFR,
273,TW0002324001,2324,仁寶,上市,股票,電腦及週邊設備業,1992/2/18,ESVUFR,
274,TW0002327004,2327,國巨*,上市,股票,電子零組件業,1993/10/22,ESVUFR,
275,TW0002328002,2328,廣宇,上市,股票,電子零組件業,1993/11/9,ESVUFR,
276,TW0002329000,2329,華泰,上市,股票,半導體業,1994/4/20,ESVUFR,
277,TW0002330008,2330,台積電,上市,股票,半導體業,1994/9/5,ESVUFR,
278,TW0002331006,2331,精英,上市,股票,電腦及週邊設備業,1994/9/21,ESVUFR,
279,TW0002332004,2332,友訊,上市,股票,通信網路業,1994/10/17,ESVUFR,
280,TW0002337003,2337,旺宏,上市,股票,半導體業,1995/3/15,ESVUFR,
281,TW0002338001,2338,光罩,上市,股票,半導體業,1995/4/17,ESVUFR,
282,TW0002340007,2340,台亞,上市,股票,半導體業,1995/5/2,ESVUFR,
283,TW0002342003,2342,茂矽,上市,股票,半導體業,1995/9/19,ESVUFR,
284,TW0002344009,2344,華邦電,上市,股票,半導體業,1995/10/18,ESVUFR,
285,TW0002345006,2345,智邦,上市,股票,通信網路業,1995/11/15,ESVUFR,
286,TW0002347002,2347,聯強,上市,股票,電子通路業,1995/12/13,ESVUFR,
287,TW0002348000,2348,海悅,上市,股票,其他業,1996/1/5,ESVUFR,
288,TW0002349008,2349,錸德,上市,股票,光電業,1996/4/23,ESVUFR,
289,TW0002351004,2351,順德,上市,股票,半導體業,1996/4/25,ESVUFR,
290,TW0002352002,2352,佳世達,上市,股票,電腦及週邊設備業,1996/7/22,ESVUFR,
291,TW0002353000,2353,宏碁,上市,股票,電腦及週邊設備業,1996/9/18,ESVUFR,
292,TW0002354008,2354,鴻準,上市,股票,其他電子業,1996/10/8,ESVUFR,
293,TW0002355005,2355,敬鵬,上市,股票,電子零組件業,1996/10/14,ESVUFR,
294,TW0002356003,2356,英業達,上市,股票,電腦及週邊設備業,1996/11/13,ESVUFR,
295,TW0002357001,2357,華碩,上市,股票,電腦及週邊設備業,1996/11/14,ESVUFR,
296,TW0002359007,2359,所羅門,上市,股票,其他電子業,1996/12/19,ESVUFR,
